id,date,store_nbr,family,quantity,onpromotion
972469,2014-07-01,44,PERSONAL CARE,506.0,0
972470,2014-07-01,44,PET SUPPLIES,29.0,0
972475,2014-07-01,44,SCHOOL AND OFFICE SUPPLIES,2.0,0
972472,2014-07-01,44,POULTRY,1395.843,0
972473,2014-07-01,44,PREPARED FOODS,489.44,0
972474,2014-07-01,44,PRODUCE,9629.531,0
972463,2014-07-01,44,LADIESWEAR,46.0,0
972476,2014-07-01,44,SEAFOOD,115.459,0
972471,2014-07-01,44,PLAYERS AND ELECTRONICS,33.0,0
972462,2014-07-01,44,HOME CARE,615.0,1
972464,2014-07-01,44,LAWN AND GARDEN,4.0,0
972459,2014-07-01,44,HOME AND KITCHEN I,47.0,0
972460,2014-07-01,44,HOME AND KITCHEN II,30.0,0
972446,2014-07-01,44,BEAUTY,6.0,0
972447,2014-07-01,44,BEVERAGES,8783.0,2
972449,2014-07-01,44,BREAD/BAKERY,1080.753,1
972450,2014-07-01,44,CELEBRATION,14.0,0
972451,2014-07-01,44,CLEANING,2910.0,3
972452,2014-07-01,44,DAIRY,2650.0,1
972444,2014-07-01,44,AUTOMOTIVE,24.0,0
972454,2014-07-01,44,EGGS,627.0,0
972455,2014-07-01,44,FROZEN FOODS,525.873,2
972456,2014-07-01,44,GROCERY I,9041.0,4
972457,2014-07-01,44,GROCERY II,106.0,0
972458,2014-07-01,44,HARDWARE,2.0,0
972453,2014-07-01,44,DELI,568.555,0
974246,2014-07-02,44,LAWN AND GARDEN,1.0,0
974247,2014-07-02,44,LINGERIE,40.0,0
974248,2014-07-02,44,"LIQUOR,WINE,BEER",271.0,0
974249,2014-07-02,44,MAGAZINES,9.0,0
974250,2014-07-02,44,MEATS,1072.451,0
974251,2014-07-02,44,PERSONAL CARE,573.0,0
974254,2014-07-02,44,POULTRY,1540.311,0
974253,2014-07-02,44,PLAYERS AND ELECTRONICS,36.0,1
974255,2014-07-02,44,PREPARED FOODS,613.183,1
974256,2014-07-02,44,PRODUCE,15184.537,180
974257,2014-07-02,44,SCHOOL AND OFFICE SUPPLIES,5.0,0
974258,2014-07-02,44,SEAFOOD,174.685,0
974245,2014-07-02,44,LADIESWEAR,42.0,0
974252,2014-07-02,44,PET SUPPLIES,36.0,0
974244,2014-07-02,44,HOME CARE,753.0,1
974228,2014-07-02,44,BEAUTY,6.0,0
974241,2014-07-02,44,HOME AND KITCHEN I,34.0,0
974242,2014-07-02,44,HOME AND KITCHEN II,33.0,0
974229,2014-07-02,44,BEVERAGES,10007.0,5
974231,2014-07-02,44,BREAD/BAKERY,1245.383,1
974232,2014-07-02,44,CELEBRATION,10.0,0
974233,2014-07-02,44,CLEANING,3395.0,2
974234,2014-07-02,44,DAIRY,2761.0,3
974226,2014-07-02,44,AUTOMOTIVE,16.0,0
974236,2014-07-02,44,EGGS,745.0,1
974237,2014-07-02,44,FROZEN FOODS,608.219,2
974238,2014-07-02,44,GROCERY I,10692.0,10
974239,2014-07-02,44,GROCERY II,83.0,0
974240,2014-07-02,44,HARDWARE,5.0,0
974235,2014-07-02,44,DELI,624.673,0
976029,2014-07-03,44,LINGERIE,29.0,0
976030,2014-07-03,44,"LIQUOR,WINE,BEER",463.0,0
976031,2014-07-03,44,MAGAZINES,5.0,0
976032,2014-07-03,44,MEATS,809.899,0
976033,2014-07-03,44,PERSONAL CARE,430.0,0
976034,2014-07-03,44,PET SUPPLIES,26.0,0
976037,2014-07-03,44,PREPARED FOODS,436.214,0
976036,2014-07-03,44,POULTRY,1174.708,0
976038,2014-07-03,44,PRODUCE,8524.945,0
976039,2014-07-03,44,SCHOOL AND OFFICE SUPPLIES,9.0,0
976040,2014-07-03,44,SEAFOOD,112.236,0
976028,2014-07-03,44,LAWN AND GARDEN,17.0,0
976035,2014-07-03,44,PLAYERS AND ELECTRONICS,20.0,0
976026,2014-07-03,44,HOME CARE,490.0,1
976027,2014-07-03,44,LADIESWEAR,21.0,0
976023,2014-07-03,44,HOME AND KITCHEN I,43.0,0
976010,2014-07-03,44,BEAUTY,4.0,0
976011,2014-07-03,44,BEVERAGES,7540.0,2
976013,2014-07-03,44,BREAD/BAKERY,940.877,0
976014,2014-07-03,44,CELEBRATION,11.0,0
976015,2014-07-03,44,CLEANING,2894.0,4
976016,2014-07-03,44,DAIRY,2101.0,2
976008,2014-07-03,44,AUTOMOTIVE,16.0,0
976018,2014-07-03,44,EGGS,482.0,0
976019,2014-07-03,44,FROZEN FOODS,484.0,1
976020,2014-07-03,44,GROCERY I,7360.0,4
976021,2014-07-03,44,GROCERY II,67.0,0
976022,2014-07-03,44,HARDWARE,5.0,0
976024,2014-07-03,44,HOME AND KITCHEN II,40.0,0
976017,2014-07-03,44,DELI,442.297,0
977810,2014-07-04,44,LAWN AND GARDEN,8.0,0
977811,2014-07-04,44,LINGERIE,18.0,0
977812,2014-07-04,44,"LIQUOR,WINE,BEER",622.0,0
977813,2014-07-04,44,MAGAZINES,5.0,0
977814,2014-07-04,44,MEATS,1504.193,50
977815,2014-07-04,44,PERSONAL CARE,438.0,0
977818,2014-07-04,44,POULTRY,1565.993,40
977817,2014-07-04,44,PLAYERS AND ELECTRONICS,24.0,1
977819,2014-07-04,44,PREPARED FOODS,490.427,1
977820,2014-07-04,44,PRODUCE,8043.306,0
977821,2014-07-04,44,SCHOOL AND OFFICE SUPPLIES,5.0,0
977809,2014-07-04,44,LADIESWEAR,22.0,0
977816,2014-07-04,44,PET SUPPLIES,22.0,0
977808,2014-07-04,44,HOME CARE,461.0,1
977822,2014-07-04,44,SEAFOOD,145.82199,6
977805,2014-07-04,44,HOME AND KITCHEN I,85.0,0
977790,2014-07-04,44,AUTOMOTIVE,16.0,0
977792,2014-07-04,44,BEAUTY,7.0,0
977793,2014-07-04,44,BEVERAGES,7404.0,1
977795,2014-07-04,44,BREAD/BAKERY,961.132,0
977796,2014-07-04,44,CELEBRATION,16.0,0
977797,2014-07-04,44,CLEANING,2396.0,2
977806,2014-07-04,44,HOME AND KITCHEN II,33.0,0
977799,2014-07-04,44,DELI,605.141,62
977800,2014-07-04,44,EGGS,505.0,30
977801,2014-07-04,44,FROZEN FOODS,588.757,2
977802,2014-07-04,44,GROCERY I,7537.0,4
977803,2014-07-04,44,GROCERY II,64.0,0
977798,2014-07-04,44,DAIRY,2070.0,1
979591,2014-07-05,44,LADIESWEAR,62.0,0
979592,2014-07-05,44,LAWN AND GARDEN,14.0,0
979593,2014-07-05,44,LINGERIE,12.0,0
979594,2014-07-05,44,"LIQUOR,WINE,BEER",650.0,0
979595,2014-07-05,44,MAGAZINES,7.0,0
979596,2014-07-05,44,MEATS,1172.023,0
979599,2014-07-05,44,PLAYERS AND ELECTRONICS,31.0,0
979598,2014-07-05,44,PET SUPPLIES,49.0,0
979600,2014-07-05,44,POULTRY,1761.177,0
979601,2014-07-05,44,PREPARED FOODS,689.351,0
979602,2014-07-05,44,PRODUCE,11613.061,0
979590,2014-07-05,44,HOME CARE,834.0,1
979604,2014-07-05,44,SEAFOOD,161.948,0
979597,2014-07-05,44,PERSONAL CARE,884.0,0
979603,2014-07-05,44,SCHOOL AND OFFICE SUPPLIES,9.0,0
979588,2014-07-05,44,HOME AND KITCHEN II,47.0,0
979586,2014-07-05,44,HARDWARE,4.0,0
979587,2014-07-05,44,HOME AND KITCHEN I,64.0,0
979572,2014-07-05,44,AUTOMOTIVE,18.0,0
979574,2014-07-05,44,BEAUTY,10.0,0
979575,2014-07-05,44,BEVERAGES,11524.0,0
979578,2014-07-05,44,CELEBRATION,12.0,0
979579,2014-07-05,44,CLEANING,3302.0,2
979577,2014-07-05,44,BREAD/BAKERY,1400.632,0
979581,2014-07-05,44,DELI,781.756,0
979582,2014-07-05,44,EGGS,784.0,0
979583,2014-07-05,44,FROZEN FOODS,645.76,0
979584,2014-07-05,44,GROCERY I,11309.0,2
979585,2014-07-05,44,GROCERY II,80.0,0
979580,2014-07-05,44,DAIRY,3034.0,0
981379,2014-07-06,44,PERSONAL CARE,1102.0,0
981374,2014-07-06,44,LAWN AND GARDEN,4.0,0
981375,2014-07-06,44,LINGERIE,24.0,0
981377,2014-07-06,44,MAGAZINES,3.0,0
981378,2014-07-06,44,MEATS,1357.463,0
981380,2014-07-06,44,PET SUPPLIES,54.0,0
981373,2014-07-06,44,LADIESWEAR,96.0,0
981382,2014-07-06,44,POULTRY,2127.702,0
981383,2014-07-06,44,PREPARED FOODS,762.844,0
981384,2014-07-06,44,PRODUCE,14648.916,0
981385,2014-07-06,44,SCHOOL AND OFFICE SUPPLIES,9.0,0
981386,2014-07-06,44,SEAFOOD,176.239,0
981381,2014-07-06,44,PLAYERS AND ELECTRONICS,47.0,1
981370,2014-07-06,44,HOME AND KITCHEN II,46.0,0
981372,2014-07-06,44,HOME CARE,1094.0,1
981369,2014-07-06,44,HOME AND KITCHEN I,81.0,0
981356,2014-07-06,44,BEAUTY,12.0,0
981357,2014-07-06,44,BEVERAGES,14721.0,0
981359,2014-07-06,44,BREAD/BAKERY,2000.852,0
981360,2014-07-06,44,CELEBRATION,9.0,0
981361,2014-07-06,44,CLEANING,4181.0,2
981362,2014-07-06,44,DAIRY,4010.0,1
981354,2014-07-06,44,AUTOMOTIVE,27.0,0
981364,2014-07-06,44,EGGS,1057.0,0
981365,2014-07-06,44,FROZEN FOODS,735.838,0
981366,2014-07-06,44,GROCERY I,14650.0,4
981367,2014-07-06,44,GROCERY II,91.0,0
981368,2014-07-06,44,HARDWARE,4.0,0
981363,2014-07-06,44,DELI,1014.673,1
983156,2014-07-07,44,LAWN AND GARDEN,4.0,0
983157,2014-07-07,44,LINGERIE,26.0,0
983158,2014-07-07,44,"LIQUOR,WINE,BEER",181.0,0
983159,2014-07-07,44,MAGAZINES,6.0,0
983160,2014-07-07,44,MEATS,747.638,0
983161,2014-07-07,44,PERSONAL CARE,510.0,0
983164,2014-07-07,44,POULTRY,1401.381,0
983163,2014-07-07,44,PLAYERS AND ELECTRONICS,30.0,0
983165,2014-07-07,44,PREPARED FOODS,419.724,0
983166,2014-07-07,44,PRODUCE,9118.275,0
983167,2014-07-07,44,SCHOOL AND OFFICE SUPPLIES,3.0,0
983155,2014-07-07,44,LADIESWEAR,36.0,0
983162,2014-07-07,44,PET SUPPLIES,37.0,0
983154,2014-07-07,44,HOME CARE,550.0,1
983168,2014-07-07,44,SEAFOOD,102.731,0
983151,2014-07-07,44,HOME AND KITCHEN I,70.0,0
983136,2014-07-07,44,AUTOMOTIVE,18.0,0
983138,2014-07-07,44,BEAUTY,8.0,0
983139,2014-07-07,44,BEVERAGES,7875.0,0
983141,2014-07-07,44,BREAD/BAKERY,1000.52,0
983142,2014-07-07,44,CELEBRATION,8.0,0
983143,2014-07-07,44,CLEANING,2466.0,4
983152,2014-07-07,44,HOME AND KITCHEN II,29.0,0
983145,2014-07-07,44,DELI,562.598,0
983146,2014-07-07,44,EGGS,673.0,0
983147,2014-07-07,44,FROZEN FOODS,386.0,1
983148,2014-07-07,44,GROCERY I,8341.0,5
983149,2014-07-07,44,GROCERY II,96.0,0
983150,2014-07-07,44,HARDWARE,1.0,0
983144,2014-07-07,44,DAIRY,2333.0,0
984938,2014-07-08,44,LAWN AND GARDEN,28.0,0
984939,2014-07-08,44,LINGERIE,28.0,0
984940,2014-07-08,44,"LIQUOR,WINE,BEER",291.0,0
984941,2014-07-08,44,MAGAZINES,1.0,0
984942,2014-07-08,44,MEATS,710.175,0
984943,2014-07-08,44,PERSONAL CARE,389.0,0
984946,2014-07-08,44,POULTRY,1005.838,0
984945,2014-07-08,44,PLAYERS AND ELECTRONICS,29.0,0
984947,2014-07-08,44,PREPARED FOODS,433.463,0
984948,2014-07-08,44,PRODUCE,8089.731,0
984949,2014-07-08,44,SCHOOL AND OFFICE SUPPLIES,10.0,0
984937,2014-07-08,44,LADIESWEAR,22.0,0
984944,2014-07-08,44,PET SUPPLIES,22.0,0
984950,2014-07-08,44,SEAFOOD,85.464,0
984936,2014-07-08,44,HOME CARE,452.0,1
984933,2014-07-08,44,HOME AND KITCHEN I,34.0,0
984934,2014-07-08,44,HOME AND KITCHEN II,25.0,0
984918,2014-07-08,44,AUTOMOTIVE,21.0,0
984920,2014-07-08,44,BEAUTY,7.0,0
984921,2014-07-08,44,BEVERAGES,6672.0,0
984924,2014-07-08,44,CELEBRATION,15.0,0
984925,2014-07-08,44,CLEANING,2205.0,3
984923,2014-07-08,44,BREAD/BAKERY,914.63,0
984927,2014-07-08,44,DELI,440.107,0
984928,2014-07-08,44,EGGS,448.0,0
984929,2014-07-08,44,FROZEN FOODS,393.0,0
984930,2014-07-08,44,GROCERY I,6958.0,3
984931,2014-07-08,44,GROCERY II,72.0,0
984926,2014-07-08,44,DAIRY,2008.0,1
986724,2014-07-09,44,MEATS,771.351,0
986720,2014-07-09,44,LAWN AND GARDEN,2.0,0
986721,2014-07-09,44,LINGERIE,21.0,0
986722,2014-07-09,44,"LIQUOR,WINE,BEER",274.0,0
986723,2014-07-09,44,MAGAZINES,1.0,0
986725,2014-07-09,44,PERSONAL CARE,460.0,0
986732,2014-07-09,44,SEAFOOD,97.045,0
986727,2014-07-09,44,PLAYERS AND ELECTRONICS,23.0,0
986728,2014-07-09,44,POULTRY,1085.189,0
986729,2014-07-09,44,PREPARED FOODS,446.698,2
986730,2014-07-09,44,PRODUCE,13431.417,178
986731,2014-07-09,44,SCHOOL AND OFFICE SUPPLIES,7.0,0
986719,2014-07-09,44,LADIESWEAR,15.0,0
986726,2014-07-09,44,PET SUPPLIES,26.0,0
986716,2014-07-09,44,HOME AND KITCHEN II,48.0,0
986712,2014-07-09,44,GROCERY I,7904.0,4
986715,2014-07-09,44,HOME AND KITCHEN I,52.0,0
986718,2014-07-09,44,HOME CARE,460.0,1
986702,2014-07-09,44,BEAUTY,7.0,0
986703,2014-07-09,44,BEVERAGES,7356.0,1
986705,2014-07-09,44,BREAD/BAKERY,1119.018,1
986706,2014-07-09,44,CELEBRATION,6.0,0
986707,2014-07-09,44,CLEANING,2511.0,3
986700,2014-07-09,44,AUTOMOTIVE,5.0,0
986709,2014-07-09,44,DELI,576.552,0
986710,2014-07-09,44,EGGS,629.0,0
986711,2014-07-09,44,FROZEN FOODS,456.0,1
986713,2014-07-09,44,GROCERY II,85.0,0
986714,2014-07-09,44,HARDWARE,5.0,0
986708,2014-07-09,44,DAIRY,2395.0,2
988501,2014-07-10,44,LADIESWEAR,18.0,0
988503,2014-07-10,44,LINGERIE,16.0,0
988504,2014-07-10,44,"LIQUOR,WINE,BEER",290.0,0
988505,2014-07-10,44,MAGAZINES,1.0,0
988506,2014-07-10,44,MEATS,655.485,0
988507,2014-07-10,44,PERSONAL CARE,341.0,0
988510,2014-07-10,44,POULTRY,928.546,0
988509,2014-07-10,44,PLAYERS AND ELECTRONICS,22.0,1
988512,2014-07-10,44,PRODUCE,6961.346,0
988513,2014-07-10,44,SCHOOL AND OFFICE SUPPLIES,7.0,0
988500,2014-07-10,44,HOME CARE,404.0,1
988514,2014-07-10,44,SEAFOOD,74.238,0
988508,2014-07-10,44,PET SUPPLIES,24.0,0
988498,2014-07-10,44,HOME AND KITCHEN II,14.0,0
988511,2014-07-10,44,PREPARED FOODS,349.402,0
988496,2014-07-10,44,HARDWARE,3.0,0
988497,2014-07-10,44,HOME AND KITCHEN I,72.0,0
988482,2014-07-10,44,AUTOMOTIVE,5.0,0
988484,2014-07-10,44,BEAUTY,10.0,0
988485,2014-07-10,44,BEVERAGES,6544.0,0
988488,2014-07-10,44,CELEBRATION,22.0,0
988489,2014-07-10,44,CLEANING,2070.0,3
988487,2014-07-10,44,BREAD/BAKERY,819.738,0
988491,2014-07-10,44,DELI,363.394,0
988492,2014-07-10,44,EGGS,449.0,0
988493,2014-07-10,44,FROZEN FOODS,407.46,3
988494,2014-07-10,44,GROCERY I,6221.0,5
988495,2014-07-10,44,GROCERY II,58.0,0
988490,2014-07-10,44,DAIRY,1872.0,0
990288,2014-07-11,44,MEATS,1469.631,50
990284,2014-07-11,44,LAWN AND GARDEN,20.0,0
990285,2014-07-11,44,LINGERIE,9.0,0
990286,2014-07-11,44,"LIQUOR,WINE,BEER",531.0,0
990287,2014-07-11,44,MAGAZINES,1.0,0
990289,2014-07-11,44,PERSONAL CARE,434.0,0
990295,2014-07-11,44,SCHOOL AND OFFICE SUPPLIES,4.0,0
990291,2014-07-11,44,PLAYERS AND ELECTRONICS,28.0,0
990292,2014-07-11,44,POULTRY,1643.799,40
990293,2014-07-11,44,PREPARED FOODS,500.658,1
990294,2014-07-11,44,PRODUCE,8982.802,0
990283,2014-07-11,44,LADIESWEAR,36.0,0
990296,2014-07-11,44,SEAFOOD,165.288,6
990290,2014-07-11,44,PET SUPPLIES,17.0,0
990282,2014-07-11,44,HOME CARE,465.0,1
990276,2014-07-11,44,GROCERY I,7802.0,1
990279,2014-07-11,44,HOME AND KITCHEN I,93.0,0
990264,2014-07-11,44,AUTOMOTIVE,22.0,0
990266,2014-07-11,44,BEAUTY,4.0,0
990267,2014-07-11,44,BEVERAGES,8128.0,0
990280,2014-07-11,44,HOME AND KITCHEN II,16.0,0
990270,2014-07-11,44,CELEBRATION,44.0,0
990271,2014-07-11,44,CLEANING,2207.0,1
990269,2014-07-11,44,BREAD/BAKERY,1050.451,0
990273,2014-07-11,44,DELI,594.413,63
990274,2014-07-11,44,EGGS,620.0,27
990275,2014-07-11,44,FROZEN FOODS,588.498,2
990277,2014-07-11,44,GROCERY II,75.0,0
990278,2014-07-11,44,HARDWARE,3.0,0
990272,2014-07-11,44,DAIRY,2307.0,1
992070,2014-07-12,44,MEATS,1177.498,2
992078,2014-07-12,44,SEAFOOD,157.213,0
992067,2014-07-12,44,LINGERIE,216.0,0
992068,2014-07-12,44,"LIQUOR,WINE,BEER",893.0,0
992069,2014-07-12,44,MAGAZINES,5.0,0
992071,2014-07-12,44,PERSONAL CARE,722.0,0
992065,2014-07-12,44,LADIESWEAR,36.0,0
992073,2014-07-12,44,PLAYERS AND ELECTRONICS,45.0,1
992074,2014-07-12,44,POULTRY,1614.186,0
992075,2014-07-12,44,PREPARED FOODS,658.91797,0
992076,2014-07-12,44,PRODUCE,12981.362,0
992077,2014-07-12,44,SCHOOL AND OFFICE SUPPLIES,9.0,0
992072,2014-07-12,44,PET SUPPLIES,38.0,0
992064,2014-07-12,44,HOME CARE,786.0,1
992066,2014-07-12,44,LAWN AND GARDEN,34.0,0
992061,2014-07-12,44,HOME AND KITCHEN I,96.0,0
992046,2014-07-12,44,AUTOMOTIVE,17.0,0
992048,2014-07-12,44,BEAUTY,11.0,0
992049,2014-07-12,44,BEVERAGES,12630.0,0
992051,2014-07-12,44,BREAD/BAKERY,1575.283,0
992052,2014-07-12,44,CELEBRATION,16.0,0
992053,2014-07-12,44,CLEANING,3132.0,5
992062,2014-07-12,44,HOME AND KITCHEN II,24.0,0
992055,2014-07-12,44,DELI,765.215,0
992056,2014-07-12,44,EGGS,877.0,0
992057,2014-07-12,44,FROZEN FOODS,701.882,4
992058,2014-07-12,44,GROCERY I,11170.0,3
992059,2014-07-12,44,GROCERY II,74.0,0
992060,2014-07-12,44,HARDWARE,1.0,0
992054,2014-07-12,44,DAIRY,3327.0,1
993847,2014-07-13,44,LADIESWEAR,49.0,0
993848,2014-07-13,44,LAWN AND GARDEN,14.0,0
993851,2014-07-13,44,MAGAZINES,4.0,0
993852,2014-07-13,44,MEATS,929.422,0
993853,2014-07-13,44,PERSONAL CARE,705.0,0
993854,2014-07-13,44,PET SUPPLIES,25.0,0
993857,2014-07-13,44,PREPARED FOODS,687.246,0
993856,2014-07-13,44,POULTRY,1660.475,0
993846,2014-07-13,44,HOME CARE,677.0,1
993858,2014-07-13,44,PRODUCE,11422.935,0
993859,2014-07-13,44,SCHOOL AND OFFICE SUPPLIES,10.0,0
993860,2014-07-13,44,SEAFOOD,150.314,0
993855,2014-07-13,44,PLAYERS AND ELECTRONICS,27.0,0
993844,2014-07-13,44,HOME AND KITCHEN II,19.0,0
993849,2014-07-13,44,LINGERIE,25.0,0
993842,2014-07-13,44,HARDWARE,3.0,0
993843,2014-07-13,44,HOME AND KITCHEN I,49.0,0
993828,2014-07-13,44,AUTOMOTIVE,22.0,0
993830,2014-07-13,44,BEAUTY,9.0,0
993831,2014-07-13,44,BEVERAGES,10916.0,0
993833,2014-07-13,44,BREAD/BAKERY,1459.691,0
993835,2014-07-13,44,CLEANING,2600.0,3
993834,2014-07-13,44,CELEBRATION,16.0,0
993837,2014-07-13,44,DELI,759.146,0
993838,2014-07-13,44,EGGS,867.0,0
993839,2014-07-13,44,FROZEN FOODS,643.704,2
993840,2014-07-13,44,GROCERY I,9409.0,3
993841,2014-07-13,44,GROCERY II,70.0,0
993836,2014-07-13,44,DAIRY,2937.0,1
995634,2014-07-14,44,MEATS,696.158,0
995630,2014-07-14,44,LAWN AND GARDEN,3.0,0
995631,2014-07-14,44,LINGERIE,9.0,0
995632,2014-07-14,44,"LIQUOR,WINE,BEER",207.0,0
995633,2014-07-14,44,MAGAZINES,6.0,0
995635,2014-07-14,44,PERSONAL CARE,517.0,0
995642,2014-07-14,44,SEAFOOD,109.4,0
995637,2014-07-14,44,PLAYERS AND ELECTRONICS,28.0,0
995638,2014-07-14,44,POULTRY,1054.782,0
995639,2014-07-14,44,PREPARED FOODS,420.345,0
995640,2014-07-14,44,PRODUCE,9751.933,0
995641,2014-07-14,44,SCHOOL AND OFFICE SUPPLIES,10.0,0
995629,2014-07-14,44,LADIESWEAR,31.0,0
995636,2014-07-14,44,PET SUPPLIES,25.0,0
995628,2014-07-14,44,HOME CARE,480.0,0
995615,2014-07-14,44,BREAD/BAKERY,1116.883,0
995625,2014-07-14,44,HOME AND KITCHEN I,32.0,0
995626,2014-07-14,44,HOME AND KITCHEN II,25.0,0
995612,2014-07-14,44,BEAUTY,16.0,0
995613,2014-07-14,44,BEVERAGES,8088.0,0
995616,2014-07-14,44,CELEBRATION,9.0,0
995617,2014-07-14,44,CLEANING,2405.0,3
995618,2014-07-14,44,DAIRY,2312.0,2
995610,2014-07-14,44,AUTOMOTIVE,22.0,0
995620,2014-07-14,44,EGGS,605.0,0
995621,2014-07-14,44,FROZEN FOODS,427.0,0
995622,2014-07-14,44,GROCERY I,7788.0,3
995623,2014-07-14,44,GROCERY II,55.0,0
995624,2014-07-14,44,HARDWARE,2.0,0
995619,2014-07-14,44,DELI,522.651,0
997412,2014-07-15,44,LAWN AND GARDEN,3.0,0
997424,2014-07-15,44,SEAFOOD,100.673004,0
997414,2014-07-15,44,"LIQUOR,WINE,BEER",211.0,0
997415,2014-07-15,44,MAGAZINES,7.0,0
997416,2014-07-15,44,MEATS,783.377,0
997417,2014-07-15,44,PERSONAL CARE,463.0,0
997420,2014-07-15,44,POULTRY,987.005,0
997419,2014-07-15,44,PLAYERS AND ELECTRONICS,26.0,0
997421,2014-07-15,44,PREPARED FOODS,521.124,0
997422,2014-07-15,44,PRODUCE,8388.761,0
997423,2014-07-15,44,SCHOOL AND OFFICE SUPPLIES,2.0,0
997411,2014-07-15,44,LADIESWEAR,25.0,0
997418,2014-07-15,44,PET SUPPLIES,24.0,0
997410,2014-07-15,44,HOME CARE,455.0,1
997413,2014-07-15,44,LINGERIE,10.0,0
997407,2014-07-15,44,HOME AND KITCHEN I,89.0,0
997392,2014-07-15,44,AUTOMOTIVE,15.0,0
997394,2014-07-15,44,BEAUTY,7.0,0
997395,2014-07-15,44,BEVERAGES,6911.0,3
997397,2014-07-15,44,BREAD/BAKERY,1077.63,0
997398,2014-07-15,44,CELEBRATION,126.0,0
997399,2014-07-15,44,CLEANING,2021.0,2
997408,2014-07-15,44,HOME AND KITCHEN II,39.0,0
997401,2014-07-15,44,DELI,458.144,0
997402,2014-07-15,44,EGGS,536.0,0
997403,2014-07-15,44,FROZEN FOODS,473.817,0
997404,2014-07-15,44,GROCERY I,7033.0,4
997405,2014-07-15,44,GROCERY II,56.0,0
997406,2014-07-15,44,HARDWARE,7.0,0
997400,2014-07-15,44,DAIRY,1985.0,1
999194,2014-07-16,44,LAWN AND GARDEN,2.0,0
999195,2014-07-16,44,LINGERIE,5.0,0
999196,2014-07-16,44,"LIQUOR,WINE,BEER",275.0,0
999197,2014-07-16,44,MAGAZINES,9.0,0
999198,2014-07-16,44,MEATS,829.304,0
999199,2014-07-16,44,PERSONAL CARE,564.0,0
999202,2014-07-16,44,POULTRY,1235.912,0
999201,2014-07-16,44,PLAYERS AND ELECTRONICS,20.0,0
999193,2014-07-16,44,LADIESWEAR,26.0,0
999203,2014-07-16,44,PREPARED FOODS,484.676,1
999204,2014-07-16,44,PRODUCE,14113.072,174
999205,2014-07-16,44,SCHOOL AND OFFICE SUPPLIES,6.0,0
999200,2014-07-16,44,PET SUPPLIES,23.0,0
999192,2014-07-16,44,HOME CARE,531.0,1
999206,2014-07-16,44,SEAFOOD,141.665,0
999189,2014-07-16,44,HOME AND KITCHEN I,53.0,0
999174,2014-07-16,44,AUTOMOTIVE,19.0,0
999176,2014-07-16,44,BEAUTY,11.0,0
999177,2014-07-16,44,BEVERAGES,9450.0,1
999179,2014-07-16,44,BREAD/BAKERY,1586.285,0
999180,2014-07-16,44,CELEBRATION,11.0,1
999181,2014-07-16,44,CLEANING,2915.0,4
999190,2014-07-16,44,HOME AND KITCHEN II,20.0,0
999183,2014-07-16,44,DELI,562.603,0
999184,2014-07-16,44,EGGS,652.0,0
999185,2014-07-16,44,FROZEN FOODS,505.608,0
999186,2014-07-16,44,GROCERY I,8927.0,4
999187,2014-07-16,44,GROCERY II,74.0,0
999182,2014-07-16,44,DAIRY,2625.0,2
1000975,2014-07-17,44,LADIESWEAR,33.0,0
1000976,2014-07-17,44,LAWN AND GARDEN,2.0,0
1000977,2014-07-17,44,LINGERIE,21.0,0
1000978,2014-07-17,44,"LIQUOR,WINE,BEER",307.0,0
1000979,2014-07-17,44,MAGAZINES,5.0,0
1000980,2014-07-17,44,MEATS,653.744,0
1000983,2014-07-17,44,PLAYERS AND ELECTRONICS,29.0,0
1000982,2014-07-17,44,PET SUPPLIES,15.0,0
1000984,2014-07-17,44,POULTRY,932.197,0
1000985,2014-07-17,44,PREPARED FOODS,409.015,0
1000986,2014-07-17,44,PRODUCE,7210.857,2
1000974,2014-07-17,44,HOME CARE,391.0,1
1000988,2014-07-17,44,SEAFOOD,78.229996,0
1000981,2014-07-17,44,PERSONAL CARE,416.0,1
1000987,2014-07-17,44,SCHOOL AND OFFICE SUPPLIES,8.0,0
1000972,2014-07-17,44,HOME AND KITCHEN II,27.0,0
1000970,2014-07-17,44,HARDWARE,1.0,0
1000971,2014-07-17,44,HOME AND KITCHEN I,151.0,0
1000956,2014-07-17,44,AUTOMOTIVE,15.0,0
1000958,2014-07-17,44,BEAUTY,15.0,0
1000959,2014-07-17,44,BEVERAGES,6675.0,0
1000962,2014-07-17,44,CELEBRATION,17.0,0
1000963,2014-07-17,44,CLEANING,1969.0,4
1000961,2014-07-17,44,BREAD/BAKERY,986.704,0
1000965,2014-07-17,44,DELI,387.441,2
1000966,2014-07-17,44,EGGS,482.0,1
1000967,2014-07-17,44,FROZEN FOODS,416.171,2
1000968,2014-07-17,44,GROCERY I,6221.0,6
1000969,2014-07-17,44,GROCERY II,55.0,0
1000964,2014-07-17,44,DAIRY,1953.0,1
1002758,2014-07-18,44,LAWN AND GARDEN,13.0,0
1002759,2014-07-18,44,LINGERIE,6.0,0
1002760,2014-07-18,44,"LIQUOR,WINE,BEER",409.0,0
1002761,2014-07-18,44,MAGAZINES,3.0,0
1002762,2014-07-18,44,MEATS,1448.8881,51
1002763,2014-07-18,44,PERSONAL CARE,405.0,0
1002766,2014-07-18,44,POULTRY,1564.582,39
