date,family,quantity
2015-04-01,PRODUCE,760.0
2015-04-01,SEAFOOD,3948.829
2015-05-01,AUTOMOTIVE,556.0
2015-05-01,BEAUTY,313.0
2015-05-01,BEVERAGES,228352.0
2015-05-01,BREAD/BAKERY,42544.82903
2015-05-01,CLEANING,82295.0
2015-05-01,DAIRY,84482.0
2015-05-01,DELI,19642.957
2015-05-01,EGGS,21102.0
2015-05-01,FROZEN FOODS,15947.693
2015-05-01,GROCERY I,294322.0
2015-05-01,GROCERY II,2496.0
2015-05-01,HARDWARE,132.0
2015-05-01,HOME AND KITCHEN I,3448.0
2015-05-01,HOME AND KITCHEN II,1245.0
2015-05-01,HOME APPLIANCES,55.0
2015-05-01,HOME CARE,15041.0
2015-05-01,LAWN AND GARDEN,330.0
2015-05-01,LINGERIE,676.0
2015-05-01,"LIQUOR,WINE,BEER",10604.0
2015-05-01,MAGAZINES,254.0
2015-05-01,MEATS,31702.9509
2015-05-01,PERSONAL CARE,19103.0
2015-05-01,POULTRY,44591.2419
2015-05-01,PREPARED FOODS,13932.31201
2015-05-01,PRODUCE,1006.0
2015-05-01,SEAFOOD,4056.922995
2015-06-01,AUTOMOTIVE,565.0
2015-06-01,BEAUTY,260.0
2015-06-01,BEVERAGES,278380.0
2015-06-01,BREAD/BAKERY,37906.254
2015-06-01,CELEBRATION,1145.0
2015-06-01,CLEANING,76868.0
2015-06-01,DAIRY,78024.0
2015-06-01,DELI,17416.86497
2015-06-01,EGGS,18757.0
2015-06-01,FROZEN FOODS,14765.163
2015-06-01,GROCERY I,260040.0
2015-06-01,GROCERY II,2354.0
2015-06-01,HARDWARE,128.0
2015-06-01,HOME AND KITCHEN I,3010.0
2015-06-01,HOME AND KITCHEN II,2245.0
2015-06-01,HOME CARE,16775.0
2015-06-01,LADIESWEAR,1057.0
2015-06-01,LAWN AND GARDEN,284.0
2015-06-01,LINGERIE,642.0
2015-06-01,"LIQUOR,WINE,BEER",10621.0
2015-06-01,MAGAZINES,169.0
2015-06-01,MEATS,28087.1668
2015-06-01,PERSONAL CARE,15538.0
2015-06-01,PET SUPPLIES,706.0
2015-06-01,PLAYERS AND ELECTRONICS,999.0
2015-06-01,POULTRY,38553.261
2015-06-01,PREPARED FOODS,14287.019
2015-06-01,PRODUCE,313215.265
2015-06-01,SCHOOL AND OFFICE SUPPLIES,216.0
2015-06-01,SEAFOOD,3749.476005
2015-07-01,AUTOMOTIVE,580.0
2015-07-01,BEAUTY,258.0
2015-07-01,BEVERAGES,269845.0
2015-07-01,BREAD/BAKERY,38901.104999999996
2015-07-01,CELEBRATION,1071.0
2015-07-01,CLEANING,72927.0
2015-07-01,DAIRY,77249.0
2015-07-01,DELI,17600.868
2015-07-01,EGGS,19157.0
2015-07-01,FROZEN FOODS,15518.481
2015-07-01,GROCERY I,265636.0
2015-07-01,GROCERY II,2511.0
2015-07-01,HARDWARE,148.0
2015-07-01,HOME AND KITCHEN I,2857.0
2015-07-01,HOME AND KITCHEN II,1237.0
2015-07-01,HOME APPLIANCES,1.0
2015-07-01,HOME CARE,17309.0
2015-07-01,LADIESWEAR,1054.0
2015-07-01,LAWN AND GARDEN,243.0
2015-07-01,LINGERIE,581.0
2015-07-01,"LIQUOR,WINE,BEER",11100.0
2015-07-01,MAGAZINES,195.0
2015-07-01,MEATS,29083.888
2015-07-01,PERSONAL CARE,14977.0
2015-07-01,PET SUPPLIES,572.0
2015-07-01,PLAYERS AND ELECTRONICS,1048.0
2015-07-01,POULTRY,40849.244
2015-07-01,PREPARED FOODS,14691.24503
2015-07-01,PRODUCE,314920.7125
2015-07-01,SCHOOL AND OFFICE SUPPLIES,169.0
2015-07-01,SEAFOOD,3833.30101
2015-08-01,AUTOMOTIVE,548.0
2015-08-01,BEAUTY,435.0
2015-08-01,BEVERAGES,306903.0
2015-08-01,BREAD/BAKERY,40454.0119
2015-08-01,CELEBRATION,1108.0
2015-08-01,CLEANING,78864.0
2015-08-01,DAIRY,82518.0
2015-08-01,DELI,18014.314
2015-08-01,EGGS,19378.0
2015-08-01,FROZEN FOODS,15676.861
2015-08-01,GROCERY I,299401.0
2015-08-01,GROCERY II,2259.0
2015-08-01,HARDWARE,147.0
2015-08-01,HOME AND KITCHEN I,2127.0
2015-08-01,HOME AND KITCHEN II,1398.0
2015-08-01,HOME APPLIANCES,43.0
2015-08-01,HOME CARE,18451.0
2015-08-01,LADIESWEAR,1137.0
2015-08-01,LAWN AND GARDEN,290.0
2015-08-01,LINGERIE,937.0
2015-08-01,"LIQUOR,WINE,BEER",9927.0
2015-08-01,MAGAZINES,176.0
2015-08-01,MEATS,29538.057
2015-08-01,PERSONAL CARE,17530.0
2015-08-01,PET SUPPLIES,774.0
2015-08-01,PLAYERS AND ELECTRONICS,1620.0
2015-08-01,POULTRY,41015.09511
2015-08-01,PREPARED FOODS,14913.855
2015-08-01,PRODUCE,319722.0558
2015-08-01,SCHOOL AND OFFICE SUPPLIES,4071.0
2015-08-01,SEAFOOD,3817.377991
2015-09-01,AUTOMOTIVE,550.0
2015-09-01,BEAUTY,331.0
2015-09-01,BEVERAGES,335873.0
2015-09-01,BREAD/BAKERY,42370.0
2015-09-01,CELEBRATION,896.0
2015-09-01,CLEANING,78410.0
2015-09-01,DAIRY,78338.0
2015-09-01,DELI,18463.827
2015-09-01,EGGS,19108.0
2015-09-01,FROZEN FOODS,15120.599
2015-09-01,GROCERY I,294239.0
2015-09-01,GROCERY II,2275.0
2015-09-01,HARDWARE,206.0
2015-09-01,HOME AND KITCHEN I,4243.0
2015-09-01,HOME AND KITCHEN II,1100.0
2015-09-01,HOME CARE,16785.0
2015-09-01,LADIESWEAR,1124.0
2015-09-01,LAWN AND GARDEN,270.0
2015-09-01,LINGERIE,729.0
2015-09-01,"LIQUOR,WINE,BEER",9629.0
2015-09-01,MAGAZINES,143.0
2015-09-01,MEATS,29104.64803
2015-09-01,PERSONAL CARE,18080.0
2015-09-01,PET SUPPLIES,678.0
2015-09-01,PLAYERS AND ELECTRONICS,1994.0
2015-09-01,POULTRY,40412.259
2015-09-01,PREPARED FOODS,15034.04699
2015-09-01,PRODUCE,322916.35850000003
2015-09-01,SCHOOL AND OFFICE SUPPLIES,2825.0
2015-09-01,SEAFOOD,4181.252995
2015-10-01,AUTOMOTIVE,640.0
2015-10-01,BEAUTY,451.0
2015-10-01,BEVERAGES,314323.0
2015-10-01,BREAD/BAKERY,41093.614
2015-10-01,CELEBRATION,1521.0
2015-10-01,CLEANING,78446.0
2015-10-01,DAIRY,85313.0
2015-10-01,DELI,18447.212
2015-10-01,EGGS,19275.0
2015-10-01,FROZEN FOODS,16588.67198
2015-10-01,GROCERY I,332201.0
2015-10-01,GROCERY II,2176.0
2015-10-01,HARDWARE,201.0
2015-10-01,HOME AND KITCHEN I,4666.0
2015-10-01,HOME AND KITCHEN II,5118.0
2015-10-01,HOME APPLIANCES,53.0
2015-10-01,HOME CARE,16545.0
2015-10-01,LADIESWEAR,1043.0
2015-10-01,LAWN AND GARDEN,254.0
2015-10-01,LINGERIE,532.0
2015-10-01,"LIQUOR,WINE,BEER",10731.0
2015-10-01,MAGAZINES,679.0
2015-10-01,MEATS,29597.89597
2015-10-01,PERSONAL CARE,17487.0
2015-10-01,PET SUPPLIES,988.0
2015-10-01,PLAYERS AND ELECTRONICS,1341.0
2015-10-01,POULTRY,43328.8971
2015-10-01,PREPARED FOODS,15142.561029999999
2015-10-01,PRODUCE,322160.3875
2015-10-01,SCHOOL AND OFFICE SUPPLIES,280.0
2015-10-01,SEAFOOD,4096.025009
2015-11-01,AUTOMOTIVE,593.0
2015-11-01,BEAUTY,523.0
2015-11-01,BEVERAGES,294712.0
2015-11-01,BREAD/BAKERY,41145.0859
2015-11-01,CELEBRATION,1302.0
2015-11-01,CLEANING,76110.0
2015-11-01,DAIRY,85311.0
2015-11-01,DELI,17162.992
2015-11-01,EGGS,19265.0
2015-11-01,FROZEN FOODS,17401.314
2015-11-01,GROCERY I,310468.0
2015-11-01,GROCERY II,2361.0
2015-11-01,HARDWARE,220.0
2015-11-01,HOME AND KITCHEN I,5417.0
2015-11-01,HOME AND KITCHEN II,1454.0
2015-11-01,HOME APPLIANCES,65.0
2015-11-01,HOME CARE,17122.0
2015-11-01,LADIESWEAR,943.0
2015-11-01,LAWN AND GARDEN,286.0
2015-11-01,LINGERIE,480.0
2015-11-01,"LIQUOR,WINE,BEER",10139.0
2015-11-01,MAGAZINES,606.0
2015-11-01,MEATS,27734.702
2015-11-01,PERSONAL CARE,16318.0
2015-11-01,PET SUPPLIES,1162.0
2015-11-01,PLAYERS AND ELECTRONICS,1371.0
2015-11-01,POULTRY,43102.3012
2015-11-01,PREPARED FOODS,14982.375
2015-11-01,PRODUCE,328321.284
2015-11-01,SCHOOL AND OFFICE SUPPLIES,244.0
2015-11-01,SEAFOOD,3988.265014
2015-12-01,AUTOMOTIVE,580.0
2015-12-01,BEAUTY,338.0
2015-12-01,BEVERAGES,296869.0
2015-12-01,BREAD/BAKERY,37249.0
2015-12-01,CELEBRATION,1653.0
2015-12-01,CLEANING,79429.0
2015-12-01,DAIRY,86702.0
2015-12-01,DELI,18497.151
2015-12-01,EGGS,18475.0
2015-12-01,FROZEN FOODS,77755.947
2015-12-01,GROCERY I,376872.038
2015-12-01,GROCERY II,3473.0
2015-12-01,HARDWARE,190.0
2015-12-01,HOME AND KITCHEN I,4896.0
2015-12-01,HOME AND KITCHEN II,5936.0
2015-12-01,HOME APPLIANCES,78.0
2015-12-01,HOME CARE,17824.0
2015-12-01,LADIESWEAR,1193.0
2015-12-01,LAWN AND GARDEN,338.0
2015-12-01,LINGERIE,536.0
2015-12-01,"LIQUOR,WINE,BEER",17592.0
2015-12-01,MAGAZINES,1003.0
2015-12-01,MEATS,28574.40593
2015-12-01,PERSONAL CARE,17835.0
2015-12-01,PET SUPPLIES,1104.0
2015-12-01,PLAYERS AND ELECTRONICS,1614.0
2015-12-01,POULTRY,41888.0178
2015-12-01,PREPARED FOODS,15306.86802
2015-12-01,PRODUCE,340281.4865
2015-12-01,SCHOOL AND OFFICE SUPPLIES,248.0
2015-12-01,SEAFOOD,3376.271999
2016-01-01,AUTOMOTIVE,541.0
2016-01-01,BEAUTY,373.0
2016-01-01,BEVERAGES,308109.0
2016-01-01,BREAD/BAKERY,41740.3811
2016-01-01,CELEBRATION,1094.0
2016-01-01,CLEANING,81315.0
2016-01-01,DAIRY,90091.0
2016-01-01,DELI,16984.051
2016-01-01,EGGS,19595.0
2016-01-01,FROZEN FOODS,17598.792
2016-01-01,GROCERY I,302850.0
2016-01-01,GROCERY II,2161.0
2016-01-01,HARDWARE,115.0
2016-01-01,HOME AND KITCHEN I,3095.0
2016-01-01,HOME AND KITCHEN II,3348.0
2016-01-01,HOME APPLIANCES,66.0
2016-01-01,HOME CARE,18889.0
2016-01-01,LADIESWEAR,731.0
2016-01-01,LAWN AND GARDEN,229.0
2016-01-01,LINGERIE,511.0
2016-01-01,"LIQUOR,WINE,BEER",8244.0
2016-01-01,MAGAZINES,716.0
2016-01-01,MEATS,29912.41606
2016-01-01,PERSONAL CARE,18804.0
2016-01-01,PET SUPPLIES,1058.0
2016-01-01,PLAYERS AND ELECTRONICS,1325.0
2016-01-01,POULTRY,42183.29926
2016-01-01,PREPARED FOODS,15796.78998
2016-01-01,PRODUCE,351946.4385
2016-01-01,SCHOOL AND OFFICE SUPPLIES,507.0
2016-01-01,SEAFOOD,3743.020963
2016-02-01,AUTOMOTIVE,536.0
2016-02-01,BEAUTY,371.0
2016-02-01,BEVERAGES,267233.0
2016-02-01,BREAD/BAKERY,38523.4131
2016-02-01,CELEBRATION,1247.0
2016-02-01,CLEANING,70250.0
2016-02-01,DAIRY,79724.0
2016-02-01,DELI,15521.803
2016-02-01,EGGS,17765.0
2016-02-01,FROZEN FOODS,14662.002
2016-02-01,GROCERY I,273836.0
2016-02-01,GROCERY II,1942.0
2016-02-01,HARDWARE,126.0
2016-02-01,HOME AND KITCHEN I,1812.0
2016-02-01,HOME AND KITCHEN II,3020.0
2016-02-01,HOME APPLIANCES,64.0
2016-02-01,HOME CARE,16792.0
2016-02-01,LADIESWEAR,950.0
2016-02-01,LAWN AND GARDEN,345.0
2016-02-01,LINGERIE,523.0
2016-02-01,"LIQUOR,WINE,BEER",8967.0
2016-02-01,MAGAZINES,787.0
2016-02-01,MEATS,27031.7639
2016-02-01,PERSONAL CARE,16076.0
2016-02-01,PET SUPPLIES,916.0
2016-02-01,PLAYERS AND ELECTRONICS,1007.0
2016-02-01,POULTRY,38474.4949
2016-02-01,PREPARED FOODS,14168.316
2016-02-01,PRODUCE,301938.6495
2016-02-01,SCHOOL AND OFFICE SUPPLIES,486.0
2016-02-01,SEAFOOD,3436.180992
2016-03-01,AUTOMOTIVE,410.0
2016-03-01,BEAUTY,432.0
2016-03-01,BEVERAGES,282438.0
2016-03-01,BREAD/BAKERY,46250.4231
2016-03-01,CELEBRATION,1285.0
2016-03-01,CLEANING,71504.0
2016-03-01,DAIRY,86577.0
2016-03-01,DELI,16364.165
2016-03-01,EGGS,18863.0
2016-03-01,FROZEN FOODS,14738.27603
2016-03-01,GROCERY I,289269.0
2016-03-01,GROCERY II,2154.0
2016-03-01,HARDWARE,130.0
2016-03-01,HOME AND KITCHEN I,3710.0
2016-03-01,HOME AND KITCHEN II,4148.0
2016-03-01,HOME APPLIANCES,70.0
2016-03-01,HOME CARE,17696.0
2016-03-01,LADIESWEAR,940.0
2016-03-01,LAWN AND GARDEN,364.0
2016-03-01,LINGERIE,305.0
2016-03-01,"LIQUOR,WINE,BEER",9812.0
2016-03-01,MAGAZINES,763.0
2016-03-01,MEATS,27831.37097
2016-03-01,PERSONAL CARE,15930.0
2016-03-01,PET SUPPLIES,975.0
2016-03-01,PLAYERS AND ELECTRONICS,1281.0
2016-03-01,POULTRY,40008.115
2016-03-01,PREPARED FOODS,16018.22103
2016-03-01,PRODUCE,321578.9605
2016-03-01,SCHOOL AND OFFICE SUPPLIES,574.0
2016-03-01,SEAFOOD,3599.892001
2016-04-01,AUTOMOTIVE,478.0
2016-04-01,BEAUTY,460.0
2016-04-01,BEVERAGES,362065.0
2016-04-01,BREAD/BAKERY,49307.061
2016-04-01,CELEBRATION,1177.0
2016-04-01,CLEANING,82134.0
2016-04-01,DAIRY,86594.0
2016-04-01,DELI,17551.65202
2016-04-01,EGGS,19565.0
2016-04-01,FROZEN FOODS,14803.095
2016-04-01,GROCERY I,396859.0
2016-04-01,GROCERY II,2310.0
2016-04-01,HARDWARE,122.0
2016-04-01,HOME AND KITCHEN I,3168.0
2016-04-01,HOME AND KITCHEN II,5532.0
2016-04-01,HOME APPLIANCES,63.0
2016-04-01,HOME CARE,24350.0
2016-04-01,LADIESWEAR,963.0
2016-04-01,LAWN AND GARDEN,325.0
2016-04-01,LINGERIE,486.0
2016-04-01,"LIQUOR,WINE,BEER",8924.0
2016-04-01,MAGAZINES,791.0
2016-04-01,MEATS,30179.624
2016-04-01,PERSONAL CARE,24627.0
2016-04-01,PET SUPPLIES,1151.0
2016-04-01,PLAYERS AND ELECTRONICS,1700.0
2016-04-01,POULTRY,41380.48403
2016-04-01,PREPARED FOODS,15668.503
2016-04-01,PRODUCE,304578.8077
2016-04-01,SCHOOL AND OFFICE SUPPLIES,578.0
2016-04-01,SEAFOOD,3979.491014
2016-05-01,AUTOMOTIVE,458.0
2016-05-01,BEAUTY,573.0
2016-05-01,BEVERAGES,290880.0
2016-05-01,BREAD/BAKERY,51126.445999999996
2016-05-01,CELEBRATION,1198.0
2016-05-01,CLEANING,76501.0
2016-05-01,DAIRY,88854.0
2016-05-01,DELI,18111.074
2016-05-01,EGGS,18841.0
2016-05-01,FROZEN FOODS,15028.82095
2016-05-01,GROCERY I,319147.0
2016-05-01,GROCERY II,2514.0
2016-05-01,HARDWARE,68.0
2016-05-01,HOME AND KITCHEN I,3233.0
2016-05-01,HOME AND KITCHEN II,4099.0
2016-05-01,HOME APPLIANCES,80.0
2016-05-01,HOME CARE,19631.0
2016-05-01,LADIESWEAR,1064.0
2016-05-01,LAWN AND GARDEN,362.0
2016-05-01,LINGERIE,532.0
2016-05-01,"LIQUOR,WINE,BEER",8934.0
2016-05-01,MAGAZINES,735.0
2016-05-01,MEATS,29131.05806
2016-05-01,PERSONAL CARE,19347.0
2016-05-01,PET SUPPLIES,1168.0
2016-05-01,PLAYERS AND ELECTRONICS,1275.0
2016-05-01,POULTRY,41050.313
2016-05-01,PREPARED FOODS,15130.95198
2016-05-01,PRODUCE,315111.825
2016-05-01,SCHOOL AND OFFICE SUPPLIES,532.0
2016-05-01,SEAFOOD,3816.963998
2016-06-01,AUTOMOTIVE,440.0
2016-06-01,BEAUTY,484.0
2016-06-01,BEVERAGES,259468.0
2016-06-01,BREAD/BAKERY,47390.1821
2016-06-01,CELEBRATION,1084.0
2016-06-01,CLEANING,66998.0
2016-06-01,DAIRY,79676.0
2016-06-01,DELI,16129.85
2016-06-01,EGGS,17396.0
2016-06-01,FROZEN FOODS,13839.625
2016-06-01,GROCERY I,287695.0
2016-06-01,GROCERY II,2327.0
2016-06-01,HARDWARE,45.0
2016-06-01,HOME AND KITCHEN I,4212.0
2016-06-01,HOME AND KITCHEN II,3753.0
2016-06-01,HOME APPLIANCES,68.0
2016-06-01,HOME CARE,16146.0
2016-06-01,LADIESWEAR,898.0
2016-06-01,LAWN AND GARDEN,350.0
2016-06-01,LINGERIE,376.0
2016-06-01,"LIQUOR,WINE,BEER",9199.0
2016-06-01,MAGAZINES,594.0
2016-06-01,MEATS,27150.7239
2016-06-01,PERSONAL CARE,14750.0
2016-06-01,PET SUPPLIES,978.0
2016-06-01,PLAYERS AND ELECTRONICS,1008.0
2016-06-01,POULTRY,37736.74414
2016-06-01,PREPARED FOODS,14186.89697
2016-06-01,PRODUCE,293010.7503
2016-06-01,SCHOOL AND OFFICE SUPPLIES,317.0
2016-06-01,SEAFOOD,3465.774005
2016-07-01,AUTOMOTIVE,561.0
2016-07-01,BEAUTY,595.0
2016-07-01,BEVERAGES,283193.0
2016-07-01,BREAD/BAKERY,48979.272
2016-07-01,CELEBRATION,980.0
2016-07-01,CLEANING,73612.0
2016-07-01,DAIRY,82189.0
2016-07-01,DELI,17192.867
2016-07-01,EGGS,18333.0
2016-07-01,FROZEN FOODS,14568.34698
2016-07-01,GROCERY I,299499.0
2016-07-01,GROCERY II,1709.0
2016-07-01,HARDWARE,58.0
2016-07-01,HOME AND KITCHEN I,3675.0
2016-07-01,HOME AND KITCHEN II,3168.0
2016-07-01,HOME APPLIANCES,75.0
2016-07-01,HOME CARE,18677.0
2016-07-01,LADIESWEAR,921.0
2016-07-01,LAWN AND GARDEN,367.0
2016-07-01,LINGERIE,481.0
2016-07-01,"LIQUOR,WINE,BEER",10615.0
2016-07-01,MAGAZINES,736.0
2016-07-01,MEATS,29974.90407
2016-07-01,PERSONAL CARE,16106.0
2016-07-01,PET SUPPLIES,1106.0
2016-07-01,PLAYERS AND ELECTRONICS,1111.0
2016-07-01,POULTRY,40107.0284
2016-07-01,PREPARED FOODS,14983.363
2016-07-01,PRODUCE,294290.4915
2016-07-01,SCHOOL AND OFFICE SUPPLIES,183.0
2016-07-01,SEAFOOD,3737.57201
2016-08-01,AUTOMOTIVE,442.0
2016-08-01,BEAUTY,616.0
2016-08-01,BEVERAGES,278647.0
2016-08-01,BREAD/BAKERY,48421.478
2016-08-01,CELEBRATION,957.0
2016-08-01,CLEANING,69691.0
2016-08-01,DAIRY,77899.0
2016-08-01,DELI,16791.755
2016-08-01,EGGS,17667.0
2016-08-01,FROZEN FOODS,13609.039
2016-08-01,GROCERY I,287982.0
2016-08-01,GROCERY II,1742.0
2016-08-01,HARDWARE,152.0
2016-08-01,HOME AND KITCHEN I,3288.0
2016-08-01,HOME AND KITCHEN II,3675.0
2016-08-01,HOME APPLIANCES,77.0
2016-08-01,HOME CARE,18479.0
2016-08-01,LADIESWEAR,862.0
2016-08-01,LAWN AND GARDEN,381.0
2016-08-01,LINGERIE,661.0
2016-08-01,"LIQUOR,WINE,BEER",10307.0
2016-08-01,MAGAZINES,671.0
2016-08-01,MEATS,27701.06904
2016-08-01,PERSONAL CARE,15834.0
2016-08-01,PET SUPPLIES,1063.0
2016-08-01,PLAYERS AND ELECTRONICS,1246.0
2016-08-01,POULTRY,37313.91796
2016-08-01,PREPARED FOODS,14095.66498
2016-08-01,PRODUCE,292205.722
2016-08-01,SCHOOL AND OFFICE SUPPLIES,3008.0
2016-08-01,SEAFOOD,3582.5960019999998
2016-09-01,AUTOMOTIVE,378.0
2016-09-01,BEAUTY,579.0
2016-09-01,BEVERAGES,300210.0
2016-09-01,BREAD/BAKERY,50735.664
2016-09-01,CELEBRATION,1054.0
2016-09-01,CLEANING,73267.0
2016-09-01,DAIRY,82557.0
2016-09-01,DELI,18196.447
2016-09-01,EGGS,17852.0
2016-09-01,FROZEN FOODS,14047.1
2016-09-01,GROCERY I,297606.0
2016-09-01,GROCERY II,1952.0
2016-09-01,HARDWARE,99.0
2016-09-01,HOME AND KITCHEN I,3761.0
2016-09-01,HOME AND KITCHEN II,3231.0
2016-09-01,HOME APPLIANCES,61.0
2016-09-01,HOME CARE,19900.0
2016-09-01,LADIESWEAR,907.0
2016-09-01,LAWN AND GARDEN,285.0
2016-09-01,LINGERIE,612.0
2016-09-01,"LIQUOR,WINE,BEER",9377.0
2016-09-01,MAGAZINES,724.0
2016-09-01,MEATS,28494.929
2016-09-01,PERSONAL CARE,17250.0
2016-09-01,PET SUPPLIES,1071.0
2016-09-01,PLAYERS AND ELECTRONICS,1286.0
2016-09-01,POULTRY,39109.632
2016-09-01,PREPARED FOODS,13924.20898
2016-09-01,PRODUCE,294034.047
2016-09-01,SCHOOL AND OFFICE SUPPLIES,2648.0
2016-09-01,SEAFOOD,3670.042
2016-10-01,AUTOMOTIVE,496.0
2016-10-01,BEAUTY,563.0
2016-10-01,BEVERAGES,332204.0
2016-10-01,BOOKS,137.0
2016-10-01,BREAD/BAKERY,54457.029
2016-10-01,CELEBRATION,1030.0
2016-10-01,CLEANING,83078.0
2016-10-01,DAIRY,89950.0
2016-10-01,DELI,19828.069
2016-10-01,EGGS,20341.0
2016-10-01,FROZEN FOODS,15656.38002
2016-10-01,GROCERY I,332763.0
2016-10-01,GROCERY II,2102.0
2016-10-01,HARDWARE,107.0
2016-10-01,HOME AND KITCHEN I,3949.0
2016-10-01,HOME AND KITCHEN II,3044.0
2016-10-01,HOME APPLIANCES,5.0
2016-10-01,HOME CARE,21656.0
2016-10-01,LADIESWEAR,919.0
2016-10-01,LAWN AND GARDEN,364.0
2016-10-01,LINGERIE,644.0
2016-10-01,"LIQUOR,WINE,BEER",10578.0
2016-10-01,MAGAZINES,798.0
2016-10-01,MEATS,30632.56903
2016-10-01,PERSONAL CARE,16980.0
2016-10-01,PET SUPPLIES,1296.0
2016-10-01,PLAYERS AND ELECTRONICS,1404.0
2016-10-01,POULTRY,42185.3652
2016-10-01,PREPARED FOODS,14730.73396
2016-10-01,PRODUCE,329005.579
2016-10-01,SCHOOL AND OFFICE SUPPLIES,351.0
2016-10-01,SEAFOOD,3548.734994
2016-11-01,AUTOMOTIVE,458.0
2016-11-01,BEAUTY,607.0
2016-11-01,BEVERAGES,350450.0
2016-11-01,BOOKS,126.0
2016-11-01,BREAD/BAKERY,57053.3501
2016-11-01,CELEBRATION,993.0
2016-11-01,CLEANING,86418.0
2016-11-01,DAIRY,91855.0
2016-11-01,DELI,22570.523
2016-11-01,EGGS,21072.0
2016-11-01,FROZEN FOODS,17410.05003
2016-11-01,GROCERY I,365952.0
2016-11-01,GROCERY II,2155.0
2016-11-01,HARDWARE,130.0
2016-11-01,HOME AND KITCHEN I,3163.0
2016-11-01,HOME AND KITCHEN II,3057.0
2016-11-01,HOME CARE,24748.0
2016-11-01,LADIESWEAR,863.0
2016-11-01,LAWN AND GARDEN,373.0
2016-11-01,LINGERIE,730.0
2016-11-01,"LIQUOR,WINE,BEER",11867.0
2016-11-01,MAGAZINES,749.0
2016-11-01,MEATS,30284.28101
2016-11-01,PERSONAL CARE,21753.0
2016-11-01,PET SUPPLIES,1290.0
2016-11-01,PLAYERS AND ELECTRONICS,1426.0
2016-11-01,POULTRY,43132.832
2016-11-01,PREPARED FOODS,13440.28903
2016-11-01,PRODUCE,320054.5917
2016-11-01,SCHOOL AND OFFICE SUPPLIES,387.0
2016-11-01,SEAFOOD,2988.487
2016-12-01,AUTOMOTIVE,483.0
2016-12-01,BEAUTY,475.0
2016-12-01,BEVERAGES,340424.0
2016-12-01,BOOKS,73.0
2016-12-01,BREAD/BAKERY,49788.644
2016-12-01,CELEBRATION,1647.0
2016-12-01,CLEANING,87207.0
2016-12-01,DAIRY,96730.0
2016-12-01,DELI,23465.809
2016-12-01,EGGS,19235.0
2016-12-01,FROZEN FOODS,67663.0721
2016-12-01,GROCERY I,443578.0
2016-12-01,GROCERY II,4050.0
2016-12-01,HARDWARE,70.0
2016-12-01,HOME AND KITCHEN I,6348.0
2016-12-01,HOME AND KITCHEN II,2905.0
2016-12-01,HOME APPLIANCES,33.0
2016-12-01,HOME CARE,21023.0
2016-12-01,LADIESWEAR,1042.0
2016-12-01,LAWN AND GARDEN,890.0
2016-12-01,LINGERIE,777.0
2016-12-01,"LIQUOR,WINE,BEER",20816.0
2016-12-01,MAGAZINES,1009.0
2016-12-01,MEATS,31689.529
2016-12-01,PERSONAL CARE,20044.0
2016-12-01,PET SUPPLIES,1382.0
2016-12-01,PLAYERS AND ELECTRONICS,1812.0
2016-12-01,POULTRY,43224.592
2016-12-01,PREPARED FOODS,14450.06296
2016-12-01,PRODUCE,328045.167
2016-12-01,SCHOOL AND OFFICE SUPPLIES,324.0
2016-12-01,SEAFOOD,2878.175996
2017-01-01,AUTOMOTIVE,586.0
2017-01-01,BEAUTY,538.0
2017-01-01,BEVERAGES,364101.0
2017-01-01,BOOKS,73.0
2017-01-01,BREAD/BAKERY,57383.326
2017-01-01,CELEBRATION,1136.0
2017-01-01,CLEANING,89191.0
2017-01-01,DAIRY,94247.0
2017-01-01,DELI,18349.920000000002
2017-01-01,EGGS,19825.0
2017-01-01,FROZEN FOODS,15207.09605
2017-01-01,GROCERY I,355720.0
2017-01-01,GROCERY II,2255.0
2017-01-01,HARDWARE,140.0
2017-01-01,HOME AND KITCHEN I,4773.0
2017-01-01,HOME AND KITCHEN II,2895.0
2017-01-01,HOME APPLIANCES,84.0
2017-01-01,HOME CARE,23624.0
2017-01-01,LADIESWEAR,987.0
2017-01-01,LAWN AND GARDEN,864.0
2017-01-01,LINGERIE,641.0
2017-01-01,"LIQUOR,WINE,BEER",8543.0
2017-01-01,MAGAZINES,664.0
2017-01-01,MEATS,32132.73703
2017-01-01,PERSONAL CARE,24556.0
2017-01-01,PET SUPPLIES,1138.0
2017-01-01,PLAYERS AND ELECTRONICS,1373.0
2017-01-01,POULTRY,45728.1338
2017-01-01,PREPARED FOODS,15207.052
2017-01-01,PRODUCE,340717.97
2017-01-01,SCHOOL AND OFFICE SUPPLIES,410.0
2017-01-01,SEAFOOD,3682.783015
2017-02-01,AUTOMOTIVE,555.0
2017-02-01,BEAUTY,428.0
2017-02-01,BEVERAGES,293653.0
2017-02-01,BOOKS,36.0
2017-02-01,BREAD/BAKERY,51448.5561
2017-02-01,CELEBRATION,916.0
2017-02-01,CLEANING,73470.0
2017-02-01,DAIRY,81957.0
2017-02-01,DELI,16902.795
2017-02-01,EGGS,18968.0
2017-02-01,FROZEN FOODS,13613.537
2017-02-01,GROCERY I,307809.0
2017-02-01,GROCERY II,2094.0
2017-02-01,HARDWARE,147.0
2017-02-01,HOME AND KITCHEN I,3821.0
2017-02-01,HOME AND KITCHEN II,3355.0
